BubbleID,Frame,X,Y,Area
3,350,177,463,2395.0
3,351,179,456,2407.0
3,352,179,447,2572.5
3,353,179,438,2802.5
3,354,179,431,2789.5
3,355,180,423,2908.5
3,356,179,414,2978.0
3,357,178,402,2808.5
3,358,178,391,2816.5
3,359,176,380,2809.0
3,360,175,370,2536.0
3,361,175,356,2490.0
3,362,174,347,2489.0
3,363,172,338,2286.0
3,364,173,329,2249.0
3,365,171,320,2247.5
3,366,172,309,2429.0
3,367,169,301,2649.0
3,368,168,293,2610.5
3,369,169,285,2558.0
3,370,171,277,2510.0
3,371,173,268,2346.5
3,372,177,256,2558.0
3,373,173,245,2625.0
3,374,173,234,2907.0
3,375,172,225,3358.5
3,376,172,217,3598.5
3,377,172,208,3747.5
3,378,173,199,3876.5
3,379,174,188,3930.0
3,380,178,178,3863.0
3,381,180,168,3539.5
3,382,184,159,3356.5
3,383,186,148,3284.5
3,384,188,139,3319.5
3,385,189,130,3265.5
3,386,191,121,3325.5
3,387,194,111,2857.0
3,388,192,100,2852.5
3,389,190,90,2863.5
3,390,191,82,2794.0
3,391,191,73,2599.5
3,392,188,63,2338.0
3,393,186,52,2454.5
3,394,185,43,2562.5
3,395,180,34,2423.0
3,396,177,23,1845.0
4,525,137,679,2080.5
4,526,135,673,2061.5
4,527,135,666,2133.5
4,528,135,660,2096.5
4,529,136,650,2200.0
4,530,136,642,2280.0
4,531,134,634,2252.0
4,532,135,626,2082.5
4,533,135,617,2182.0
4,534,134,609,2400.0
4,535,134,602,2570.0
4,536,133,596,2667.5
4,537,131,589,3012.5
4,538,129,582,3091.5
4,539,130,573,3214.5
4,540,130,566,3151.5
4,541,131,559,2997.0
4,542,132,552,2851.5
4,543,134,544,2798.0
4,544,133,535,2662.0
4,545,133,526,2891.5
4,546,134,519,2984.5
4,547,134,513,2951.0
4,548,134,506,2703.5
4,549,135,498,2596.5
4,550,138,488,2381.5
4,551,141,479,2296.0
4,552,144,471,2309.5
4,553,145,465,2341.5
4,554,148,459,2311.5
4,555,151,451,2316.5
4,556,153,443,2545.0
4,557,155,435,2713.5
4,558,157,428,2779.0
4,559,159,420,2915.5
4,560,161,412,2953.5
4,561,163,403,3121.5
4,562,163,394,3211.5
4,563,164,386,3171.0
4,564,164,378,3100.5
4,565,165,369,3009.5
4,566,165,360,2776.5
4,567,165,351,2759.5
4,568,164,344,2743.0
4,569,162,336,2608.5
4,570,162,329,2501.0
4,571,162,320,2415.5
4,572,162,311,2584.0
4,573,161,303,2592.0
4,574,162,296,2639.5
4,575,161,289,2570.5
4,576,159,282,2502.0
4,577,157,276,2462.0
4,578,156,268,2492.0
4,579,153,260,2683.5
4,580,149,253,2826.0
4,581,148,243,2919.0
4,582,147,235,3078.0
4,583,145,227,3144.5
4,584,143,219,3120.5
4,585,142,212,3346.5
4,586,140,205,3364.0
4,587,142,194,3030.0
4,588,143,183,2967.5
4,589,144,175,3021.0
4,590,145,167,2866.5
4,591,146,160,2527.0
4,592,147,150,2395.0
4,593,148,142,2396.5
4,594,149,134,2507.0
4,595,150,126,2493.5
4,596,150,117,2561.0
4,597,152,107,2353.5
4,598,153,98,2239.0
4,599,154,88,2252.0
4,600,155,80,2312.0
4,601,158,71,2090.5
4,602,158,63,2058.5
4,603,159,54,2243.5
4,604,159,45,2130.0
4,605,162,39,2235.5
4,606,163,31,2265.0
4,607,161,23,1965.0
5,644,147,668,3497.5
5,645,147,657,3527.5
5,646,147,649,3242.5
5,647,147,640,2901.5
5,648,149,647,4696.0
5,649,164,650,2843.0
5,649,126,622,1540.5
5,650,166,642,2249.5
5,650,125,612,1457.5
5,651,170,632,2212.0
5,651,122,605,1606.5
5,652,124,605,2277.0
5,653,149,604,4508.0
5,654,151,598,5243.0
5,655,210,600,1125.0
5,655,129,590,4068.5
5,656,151,596,1284.5
5,656,107,573,1880.5
5,657,106,563,2200.0
5,658,105,556,2324.5
5,659,120,557,4305.5
5,660,119,551,4395.5
5,661,145,554,1490.0
5,661,98,534,2527.0
5,662,100,524,2375.0
5,663,149,534,1200.5
5,663,101,517,2327.5
5,664,119,516,3899.0
5,665,118,509,3917.5
5,666,118,502,3701.0
5,667,120,496,3178.5
5,668,119,485,3183.0
5,669,120,476,3270.5
5,670,122,469,3276.5
5,671,122,462,2975.5
5,672,125,455,2759.0
5,673,124,446,2982.5
5,674,125,438,3094.0
5,675,127,430,3184.0
5,676,127,423,3259.0
5,677,129,415,3291.0
5,678,129,406,3060.0
5,679,128,395,3114.5
5,680,128,387,3294.5
5,681,225,407,1193.0
5,681,128,379,3349.0
5,682,225,400,1251.5
5,682,129,373,3353.5
5,683,219,394,1406.0
5,683,125,363,3341.0
5,684,216,387,1336.0
5,684,124,355,3355.0
5,685,214,379,1444.0
5,685,124,347,3350.5
5,686,219,368,1069.0
5,686,125,339,3648.5
5,687,216,359,1308.5
5,687,127,333,3775.0
5,688,152,333,4943.0
5,689,217,342,1274.0
5,689,125,315,3735.5
5,690,218,332,1108.0
5,690,125,306,3980.0
5,691,146,304,5330.0
5,692,148,296,5495.0
5,693,150,290,5295.5
5,694,153,283,4905.5
5,695,223,290,1012.0
5,695,129,267,3946.0
5,696,151,263,5145.5
5,697,156,256,5447.5
5,698,109,243,2636.0
5,699,103,233,2521.5
5,700,118,226,3751.0
5,701,117,220,4286.0
5,702,118,214,4683.5
5,703,116,208,4752.0
5,704,117,206,2696.0
5,705,119,194,1100.0
5,706,113,180,3699.0
5,707,118,175,4237.0
5,708,209,171,1179.5
5,708,120,169,4117.0
5,709,204,165,1063.0
5,709,120,161,3671.0
5,710,121,154,3331.5
5,711,120,142,3146.5
5,712,196,141,1103.0
5,712,121,136,3344.5
5,713,193,137,1294.0
5,713,121,128,3547.0
5,714,188,133,1374.0
5,714,120,121,3366.5
5,715,135,118,4176.0
5,716,116,103,2799.5
5,717,116,94,3409.0
5,718,128,89,4408.0
5,719,130,84,4775.5
5,720,130,78,4206.0
5,721,130,69,3983.0
5,722,123,56,3942.5
5,723,121,47,4333.0
5,724,123,42,5031.5
5,725,125,35,5023.5
5,726,165,38,1446.0
5,726,89,22,1447.5
5,727,86,15,1177.0
6,659,230,571,1206.0
6,660,228,565,1773.5
6,661,233,560,1408.5
6,662,234,553,1119.5
7,664,234,532,1283.5
7,665,233,525,1302.5
7,666,233,520,1175.0
7,667,237,515,1167.0
7,668,237,506,1166.5
7,669,240,498,1265.0
7,670,240,491,1143.0
7,671,241,484,1205.0
7,672,236,476,1208.0
7,673,235,469,1174.0
7,674,234,462,1113.0
8,676,235,445,1209.0
8,677,232,439,1250.5
8,678,232,432,1197.0
8,679,231,424,1048.0
9,701,224,226,1145.0
9,702,224,220,1440.5
9,703,222,214,1471.5
10,753,145,665,1411.0
10,754,144,661,3048.0
10,755,148,657,4295.5
10,756,146,648,4570.5
10,757,148,641,4619.5
10,758,147,633,3972.0
10,759,123,612,1916.0
10,760,119,608,2372.5
10,761,114,603,3227.0
10,762,206,615,1199.0
10,762,116,598,3919.5
10,763,211,612,1379.0
10,763,112,593,4003.0
10,764,144,686,1494.0
10,764,107,587,3898.5
10,765,145,675,1471.0
10,765,104,579,4006.0
10,766,146,664,1490.0
10,766,103,571,4159.0
10,767,148,651,1475.5
10,767,99,565,4289.0
10,768,149,638,1423.5
10,768,97,558,4256.0
10,769,150,626,1467.5
10,769,98,550,4393.0
10,770,154,612,1499.5
10,770,101,540,4381.5
10,771,157,598,1476.0
10,771,101,532,4419.0
10,772,163,582,1500.5
10,772,101,525,4430.5
10,773,166,567,1452.5
10,773,99,518,4392.0
10,774,98,510,4508.5
10,775,99,502,4616.0
10,776,161,524,1546.0
10,776,99,496,4643.0
10,777,162,512,1567.0
10,777,82,503,2789.0
10,777,123,464,1661.0
10,778,162,502,1302.5
10,778,80,497,2390.5
10,778,124,456,1779.5
10,779,165,491,1457.0
10,779,79,490,2153.0
10,779,124,449,1643.0
10,780,86,482,1613.5
10,780,163,478,1560.0
10,780,123,439,1693.0
10,781,72,475,2248.5
10,781,167,468,1675.0
10,781,122,429,1534.0
10,782,66,467,2247.0
10,782,168,458,1661.0
10,782,121,421,1699.5
10,783,64,460,2188.0
10,783,138,428,3278.5
10,784,61,454,2208.0
10,784,138,417,3380.5
10,785,58,447,2214.5
10,785,140,409,3422.0
10,786,57,439,2300.5
10,786,139,398,3233.0
10,787,57,432,2431.0
10,787,138,389,3503.0
10,788,57,423,2362.5
10,788,135,380,3475.0
10,789,57,416,2343.5
10,789,134,371,3331.0
10,790,58,410,2480.0
10,790,132,362,3477.5
10,791,59,403,2489.0
10,791,130,353,3517.5
10,792,60,394,2631.5
10,792,129,342,3496.5
10,793,59,386,2771.5
10,793,129,333,3437.0
10,794,60,378,2875.5
10,794,129,322,3595.5
10,795,61,371,2909.0
10,795,129,312,3699.0
10,796,62,363,2770.0
10,796,127,304,3873.0
10,797,64,355,2871.0
10,797,126,295,4017.0
10,798,67,347,2908.5
10,798,124,286,3745.5
10,799,70,340,3092.0
10,799,121,272,3677.0
10,800,71,332,3023.5
10,800,122,261,3847.5
10,801,75,323,2895.0
10,801,122,251,4098.5
10,802,77,313,2950.0
10,802,123,242,3906.0
10,803,80,304,2866.5
10,803,124,233,3914.5
10,804,82,296,2730.0
10,804,126,226,3898.5
10,805,87,287,2567.5
10,805,127,219,3969.0
10,806,90,280,2399.0
10,806,129,211,3998.5
10,807,92,271,2385.5
10,807,148,218,5877.0
10,808,93,261,2328.0
10,808,149,206,5414.5
10,809,94,252,2268.0
10,809,152,200,5602.0
10,810,92,240,2104.0
10,810,154,194,5577.5
10,811,95,231,2272.0
10,811,155,186,5713.5
10,812,98,221,2347.0
10,812,158,179,5414.5
10,813,102,213,2428.0
10,813,165,178,6313.5
10,814,213,227,1883.0
10,814,104,202,2311.5
10,814,158,156,4925.0
10,815,213,220,2101.0
10,815,106,187,2079.5
10,815,158,144,4603.0
10,816,212,210,2325.0
10,816,109,178,2332.0
10,816,158,134,4594.5
10,817,205,198,2020.5
10,817,110,169,2340.5
10,817,159,124,4520.0
10,818,203,188,2033.5
10,818,112,160,2274.5
10,818,157,112,4291.5
10,819,201,182,1914.0
10,819,111,149,2248.5
10,819,155,101,4187.5
10,820,199,172,1899.5
10,820,109,140,2338.0
10,820,155,91,4407.5
10,821,199,164,1836.5
10,821,106,132,2497.5
10,821,156,83,4000.5
10,822,200,152,1817.5
10,822,106,125,2613.5
10,822,154,71,3923.5
10,823,201,140,1723.5
10,823,105,118,2683.0
10,823,151,57,3753.0
10,824,200,132,1459.5
10,824,105,108,2472.5
10,824,150,49,3882.0
10,825,197,120,1143.0
10,825,121,96,1552.5
10,825,152,41,3535.0
10,826,199,103,1174.5
10,826,106,90,2734.0
10,826,159,35,3520.0
10,827,199,94,1574.5
10,827,107,82,2681.5
10,827,191,43,1463.0
10,828,200,86,1419.0
10,828,117,68,1823.0
10,828,198,38,1543.0
10,829,206,77,1134.0
10,829,115,58,1826.0
10,830,112,49,1985.5
10,830,200,19,1519.0
10,831,203,51,1425.5
10,831,110,40,2067.5
10,832,207,43,1496.5
10,832,112,29,2022.5
11,764,217,608,1373.0
11,765,224,607,1196.5
11,766,229,602,1264.5
11,767,234,596,1179.0
11,768,237,589,1334.5
11,769,239,581,1391.0
11,770,242,575,1436.5
11,771,246,568,1310.0
11,772,247,562,1182.0
11,773,251,557,1163.0
11,774,173,556,1111.0
12,772,146,677,1706.0
12,773,145,669,1711.0
12,774,146,661,1612.5
12,775,146,651,1616.5
12,776,148,639,1540.5
12,777,148,629,1586.5
12,778,148,617,1689.0
12,779,149,606,1860.0
12,780,150,597,1889.5
12,781,153,584,2028.0
12,782,155,573,1893.5
12,783,157,561,1889.0
12,784,160,549,1806.5
12,785,161,534,1771.0
12,786,161,520,1915.0
12,787,161,505,1908.0
12,788,162,489,1734.0
12,789,165,473,1687.0
12,790,169,458,1549.0
12,791,174,444,1700.5
12,792,177,431,1630.0
12,793,179,421,1466.0
12,794,175,404,1082.0
12,795,253,395,1174.0
12,795,183,393,1684.5
12,796,248,393,1218.0
12,796,189,382,1444.0
12,797,243,389,1197.0
12,798,238,384,1202.5
12,798,188,349,1175.5
12,799,239,372,1462.5
12,799,191,335,1558.0
12,800,235,362,1469.5
12,800,197,323,1031.5
12,801,230,355,1516.5
12,801,195,309,1547.5
12,802,227,348,1398.5
12,802,195,300,1947.0
12,803,224,340,1430.0
12,803,196,293,2042.0
12,804,222,332,1295.0
12,804,194,282,2107.0
12,805,223,321,1386.0
12,805,193,272,1943.0
12,806,222,311,1402.0
12,806,192,264,1732.0
12,807,221,303,1378.5
12,808,218,293,1302.0
12,809,218,282,1321.0
12,810,217,272,1335.5
12,811,222,264,1248.0
13,776,258,536,1107.5
13,777,258,528,1185.5
13,778,263,523,1092.5
14,785,143,682,2262.0
14,786,142,675,2100.0
14,787,141,667,2095.5
14,788,141,659,2190.0
14,789,142,651,2150.5
14,790,141,641,2071.5
14,791,138,634,1948.0
14,792,139,625,1842.0
14,793,141,616,1981.0
14,794,142,606,2093.0
14,795,142,599,2123.0
14,796,143,591,2152.0
14,797,146,581,2134.0
14,798,150,571,2103.5
14,799,153,562,2250.5
14,800,156,553,2174.0
14,801,159,543,2160.0
14,802,163,532,2145.5
14,803,164,521,2400.0
14,804,164,512,2608.0
14,805,165,502,2633.5
14,806,163,488,2704.0
14,807,162,475,2747.5
14,808,163,465,2799.5
14,809,162,454,2626.0
14,810,160,440,2787.5
14,811,159,429,2540.0
14,812,157,418,2407.0
14,813,156,405,2244.0
14,814,156,393,2232.0
14,815,156,383,2415.0
14,816,155,372,2381.5
14,817,159,355,2508.5
14,818,159,344,2469.5
14,819,160,331,2506.0
14,820,162,318,2631.5
14,821,162,308,2663.5
14,822,164,296,2668.0
14,823,169,285,2591.5
14,824,173,272,2376.5
14,825,179,258,2398.5
14,826,182,244,2157.5
14,827,186,230,2231.5
14,828,188,219,2362.5
14,829,190,208,2173.0
14,830,190,193,1952.5
14,831,190,179,1825.5
14,832,189,165,2023.5
14,833,188,154,1936.5
14,834,189,143,1924.5
14,835,189,132,2191.5
14,836,189,121,2195.5
14,837,189,108,1943.5
14,838,189,99,2056.0
14,839,188,90,2401.0
14,840,186,82,2421.5
14,841,184,70,2314.5
14,842,181,61,2390.5
14,843,178,49,2804.5
14,844,175,40,2667.5
14,845,168,32,2316.0
14,846,163,24,1943.5
15,788,273,446,1077.0
15,789,271,438,1002.5
16,833,212,34,1275.0
17,911,144,674,1029.5
17,912,145,663,3090.5
17,913,148,655,3207.5
17,914,151,647,3129.5
17,915,128,632,1841.5
17,916,166,658,2786.5
17,916,124,625,1734.5
17,917,167,649,2881.5
17,917,122,615,1863.0
17,918,168,641,2549.0
17,918,120,608,2039.5
17,919,127,609,3045.0
17,920,127,602,3426.0
17,921,211,623,1108.0
17,921,125,596,4047.0
17,922,216,615,1543.0
17,922,124,589,4302.5
17,923,122,582,4243.5
17,924,143,585,1330.5
17,924,101,564,2451.0
17,925,144,575,1273.5
17,925,98,556,2486.0
17,926,114,555,4063.0
17,927,113,549,4459.0
17,928,113,542,4516.0
17,929,112,531,4142.0
17,930,109,523,3996.0
17,931,112,515,4086.0
17,932,111,508,3846.5
17,933,110,500,3511.0
17,934,110,493,3175.0
17,935,111,485,3370.0
17,936,110,477,3493.0
17,937,110,470,3690.5
17,938,111,462,3522.5
17,939,112,455,3359.5
17,940,111,446,3586.5
17,941,112,438,3852.5
17,942,112,430,3778.0
17,943,114,424,3738.0
17,944,115,418,3643.0
17,945,119,411,3406.0
17,946,120,402,3319.5
17,947,117,392,3654.5
17,948,115,384,3795.5
17,949,114,377,3815.0
17,950,153,380,5563.0
17,951,229,391,1728.0
17,951,155,370,1267.0
17,951,78,358,1790.5
17,952,81,349,2337.0
17,953,85,341,2671.0
17,954,164,346,1309.0
17,954,83,335,2863.0
17,955,83,329,2851.0
17,956,84,322,2201.0
17,957,88,311,2164.5
17,958,92,302,2644.5
17,959,167,300,1437.5
17,959,91,295,2950.5
17,960,117,292,4887.5
17,961,116,285,3977.5
17,962,159,282,1178.5
17,962,85,279,2021.0
17,963,156,276,1118.5
17,963,88,264,3123.5
17,964,103,260,4991.0
17,965,154,259,1185.5
17,965,86,249,3688.0
17,966,85,242,3687.5
17,967,83,233,3546.0
17,968,84,222,3331.0
17,969,147,220,1401.0
17,969,83,214,3420.5
17,970,100,209,4927.0
17,971,79,203,2850.0
17,972,76,182,2029.0
17,973,76,174,2421.5
17,974,138,177,1069.0
17,974,74,169,2838.0
17,975,132,172,1194.5
17,975,71,162,2691.5
17,976,70,151,1807.5
17,977,68,139,2250.0
17,978,66,132,2399.0
17,979,130,137,1192.5
17,979,63,126,2714.5
17,980,129,130,1291.0
17,980,61,119,2625.5
17,981,60,109,2425.5
17,982,60,99,2183.0
17,983,58,92,2328.0
17,984,130,91,1215.0
17,984,58,86,2448.5
17,985,55,80,2558.5
17,986,49,74,1818.0
17,987,54,54,1145.0
17,988,147,54,1042.5
17,988,60,47,2525.0
17,989,153,49,1060.5
17,989,63,41,2570.0
17,990,63,34,2276.5
18,923,222,612,1590.5
18,924,225,607,1259.0
18,925,227,600,1345.0
18,926,225,590,1343.0
18,927,224,580,1425.0
18,928,225,572,1387.5
18,929,226,567,1255.0
18,930,227,561,1225.0
18,931,226,554,1330.5
18,932,230,546,1369.0
18,933,229,539,1307.5
18,934,227,532,1228.5
18,935,228,525,1285.0
18,936,228,518,1325.0
18,937,230,510,1386.5
18,938,229,500,1313.5
18,939,230,492,1344.5
18,940,228,483,1297.5
18,941,229,475,1139.5
18,942,231,466,1113.5
19,944,232,447,1268.0
19,945,232,439,1257.0
19,946,227,433,1156.5
19,947,231,427,1050.0
20,949,230,408,1524.0
21,952,228,386,1344.0
22,954,232,361,1534.0
22,955,229,354,1870.0
22,955,167,340,1433.0
22,956,230,348,1773.5
22,957,227,344,1102.5
23,959,227,322,1395.0
23,960,229,311,1780.5
23,961,226,303,1471.0
24,965,222,264,1052.0
25,969,229,226,1133.0
25,970,226,221,1808.5
25,971,224,218,1422.5
26,974,233,184,1631.5
26,975,234,176,1592.0
26,976,235,168,1155.0
27,979,239,132,1259.5
27,980,242,127,1040.0
28,989,240,40,1288.5
28,990,160,47,1121.0
28,990,241,36,1456.5
29,1087,141,670,1068.5
29,1088,143,664,4152.5
29,1089,141,655,4190.0
29,1090,140,648,4311.5
29,1091,138,640,4150.0
29,1092,138,632,4100.5
29,1093,138,623,3986.0
29,1094,140,614,3846.5
29,1095,139,607,4145.5
29,1096,137,598,3892.5
29,1097,137,591,3848.5
29,1098,137,584,3696.0
29,1099,139,576,3690.5
29,1100,112,576,2170.0
29,1100,174,563,1692.5
29,1101,110,570,2126.0
29,1101,178,558,1839.5
29,1102,106,564,2022.5
29,1102,184,553,1899.0
29,1103,103,557,2084.5
29,1103,188,548,1981.5
29,1104,99,551,2089.5
29,1104,193,543,2134.0
29,1105,197,536,1968.0
29,1106,202,528,2017.5
29,1107,207,521,2255.5
29,1108,211,513,2222.5
29,1109,216,507,2228.0
29,1110,219,499,2141.5
29,1111,221,491,2094.0
29,1112,224,483,2200.0
29,1113,225,475,2337.5
29,1114,226,468,2402.5
29,1115,226,461,2122.0
29,1116,229,453,2041.5
29,1117,228,443,2093.5
29,1118,228,436,2105.0
29,1119,227,427,2107.0
29,1120,227,420,2187.5
29,1121,227,412,2072.0
29,1122,226,404,1573.0
29,1123,229,397,1682.5
29,1124,234,389,1933.0
29,1125,235,383,1961.5
29,1126,235,375,1946.0
29,1127,233,367,1951.5
29,1128,231,360,1944.0
29,1129,232,351,2148.0
29,1130,232,344,2190.5
29,1131,232,336,2173.0
29,1132,233,328,2168.0
29,1133,235,317,2110.0
29,1134,234,309,2082.5
29,1135,233,301,2052.0
29,1136,230,295,2086.0
29,1137,230,286,2005.0
29,1138,231,278,2042.5
29,1139,231,269,1962.5
29,1140,232,260,1716.0
29,1141,237,249,1558.5
29,1142,236,235,1578.5
29,1143,232,227,1783.0
29,1144,231,220,2087.0
29,1145,232,212,2163.5
29,1146,233,204,2245.0
29,1147,236,195,1923.0
29,1148,233,185,1899.0
29,1149,232,176,2294.5
29,1150,234,166,2305.5
29,1151,237,159,2584.5
29,1152,237,149,2610.0
29,1153,234,138,2628.5
29,1154,232,128,2391.0
29,1155,232,119,2534.5
29,1156,231,110,2394.0
29,1157,231,102,2273.5
29,1158,228,90,2219.5
29,1159,229,81,2413.5
29,1160,227,72,2375.5
29,1161,223,63,2323.0
29,1162,220,52,2487.0
29,1163,215,45,2424.0
29,1164,211,38,2270.5
29,1165,209,31,2404.0
30,1105,92,546,2121.0
30,1106,88,540,2342.0
30,1107,85,534,2453.5
30,1108,81,527,2531.0
30,1109,78,521,2676.0
30,1110,75,515,2700.5
30,1111,72,508,2649.0
30,1112,71,501,2497.0
30,1113,71,493,2329.0
30,1114,71,485,2323.5
30,1115,69,477,2238.5
30,1116,70,471,1980.5
30,1117,70,463,2031.0
30,1118,69,455,1902.5
30,1119,68,448,1668.5
30,1120,68,439,2056.5
30,1121,69,432,1991.0
30,1122,70,426,1992.0
30,1123,70,418,1783.0
30,1124,70,411,1864.0
30,1125,73,404,1918.0
30,1126,73,397,2121.0
30,1127,73,390,2058.5
30,1128,75,383,2134.0
30,1129,75,375,2168.0
30,1130,74,366,2025.0
30,1131,72,358,2167.5
30,1132,72,351,2224.5
30,1133,73,343,2033.0
30,1134,73,334,2022.5
