BubbleID,Frame,X,Y,Area
30,1135,74,325,2034.0
30,1136,75,316,1894.5
30,1137,75,306,2121.0
30,1138,74,298,2169.5
30,1139,74,290,2105.5
30,1140,74,281,2081.0
30,1141,75,274,1988.0
30,1142,76,265,2158.0
30,1143,75,257,2324.5
30,1144,75,248,2523.0
30,1145,75,239,2800.0
30,1146,76,231,3062.5
30,1147,77,224,2928.5
30,1148,77,218,3087.5
30,1149,75,211,3085.0
30,1150,74,202,3157.0
30,1151,73,190,2876.5
30,1152,75,182,3013.5
30,1153,75,173,2941.5
30,1154,77,165,2868.5
30,1155,75,155,2793.5
30,1156,72,146,2830.5
30,1157,74,139,2908.0
30,1158,75,131,2907.5
30,1159,75,123,3052.0
30,1160,75,114,2952.5
30,1161,75,106,2715.5
30,1162,75,97,2644.0
30,1163,74,90,2507.5
30,1164,74,82,2464.5
30,1165,74,73,2321.0
30,1166,74,61,1997.5
30,1167,75,52,2102.0
30,1168,75,43,2041.5
30,1169,74,35,2024.0
30,1170,75,23,1770.0
31,1300,138,677,2182.5
31,1301,136,671,2163.0
31,1302,136,664,2039.5
31,1303,137,657,2206.5
31,1304,138,650,2132.0
31,1305,137,641,2262.5
31,1306,138,633,2325.5
31,1307,135,624,2087.5
31,1308,136,615,2177.0
31,1309,136,608,2416.0
31,1310,135,601,2660.0
31,1311,133,595,2737.0
31,1312,130,588,3082.0
31,1313,130,581,3016.0
31,1314,131,573,2979.0
31,1315,132,564,2894.0
31,1316,131,557,2802.5
31,1317,133,549,2676.0
31,1318,135,540,2470.5
31,1319,136,531,2433.5
31,1320,136,523,2564.5
31,1321,137,516,2712.5
31,1322,136,509,2830.5
31,1323,135,502,2649.0
31,1324,136,493,2564.0
31,1325,135,484,2486.0
31,1326,139,476,2378.5
31,1327,142,469,2418.5
31,1328,146,462,2366.0
31,1329,150,455,2395.0
31,1330,154,448,2533.5
31,1331,158,441,2751.0
31,1332,162,435,2657.5
31,1333,165,428,2749.0
31,1334,169,421,2752.5
31,1335,170,413,2695.0
31,1336,172,404,2698.5
31,1337,174,396,2807.5
31,1338,178,388,2824.5
31,1339,180,381,2926.5
31,1340,181,373,2955.0
31,1341,180,363,2910.0
31,1342,178,353,2950.0
31,1343,177,346,2925.5
31,1344,174,337,2812.5
31,1345,172,329,2560.5
31,1346,171,321,2469.5
31,1347,169,312,2620.5
31,1348,168,304,2599.5
31,1349,167,296,2502.0
31,1350,167,288,2451.0
31,1351,166,279,2299.5
31,1352,165,272,2194.5
31,1353,166,263,2227.0
31,1354,165,255,2407.0
31,1355,163,246,2349.0
31,1356,164,237,2322.0
31,1357,164,230,2603.5
31,1358,163,222,2704.5
31,1359,163,215,2883.0
31,1360,164,207,2857.0
31,1361,164,199,2735.0
31,1362,166,189,2830.5
31,1363,167,179,3002.5
31,1364,168,170,2811.5
31,1365,169,162,2813.0
31,1366,173,154,2892.5
31,1367,176,144,2919.0
31,1368,178,137,2897.0
31,1369,180,130,2967.5
31,1370,183,123,2972.5
31,1371,187,116,2911.0
31,1372,190,108,2619.0
31,1373,192,98,2853.0
31,1374,194,90,2822.5
31,1375,196,83,2805.0
31,1376,198,76,2849.5
31,1377,199,67,2616.5
31,1378,198,55,2655.5
31,1379,202,48,2843.0
31,1380,205,40,3005.5
31,1381,210,35,2475.5
31,1382,214,28,1945.5
32,1518,136,682,2153.0
32,1519,135,675,2060.5
32,1520,137,668,2073.0
32,1521,137,662,2125.5
32,1522,137,654,2254.5
32,1523,135,646,2333.5
32,1524,135,637,2291.5
32,1525,133,629,2086.0
32,1526,135,621,2224.0
32,1527,137,612,2405.0
32,1528,135,605,2449.5
32,1529,133,599,2506.5
32,1530,130,592,2773.5
32,1531,128,585,2825.0
32,1532,129,576,2958.0
32,1533,129,568,2882.0
32,1534,128,560,2934.5
32,1535,129,553,2815.0
32,1536,131,545,2671.5
32,1537,131,536,2497.0
32,1538,132,528,2491.0
32,1539,133,521,2636.0
32,1540,133,513,2520.5
32,1541,133,505,2220.0
32,1542,134,495,1981.0
32,1543,136,487,2009.5
32,1544,138,480,1955.0
32,1545,140,473,2137.5
32,1546,143,466,2083.5
32,1547,145,459,2153.0
32,1548,147,452,2132.0
32,1549,149,443,2190.0
32,1550,150,436,2254.0
32,1551,154,429,2378.0
32,1552,158,424,2437.0
32,1553,160,416,2658.0
32,1554,163,408,2863.0
32,1555,166,399,3101.0
32,1556,168,390,3149.5
32,1557,171,382,3027.0
32,1558,173,373,2893.5
32,1559,172,363,2676.0
32,1560,172,354,2839.5
32,1561,171,347,2794.5
32,1562,169,339,2641.5
32,1563,167,329,2499.5
32,1564,166,321,2509.5
32,1565,166,312,2554.0
32,1566,165,303,2528.0
32,1567,164,296,2425.0
32,1568,164,287,2228.0
32,1569,162,280,2160.5
32,1570,162,272,1990.0
32,1571,161,264,1922.5
32,1572,157,257,1923.0
32,1573,155,250,1921.5
32,1574,154,242,2051.0
32,1575,154,235,2012.0
32,1576,152,228,2204.5
32,1577,150,221,2333.0
32,1578,148,215,2476.0
32,1579,147,207,2679.0
32,1580,147,198,2714.0
32,1581,147,187,2751.0
32,1582,147,178,2865.5
32,1583,148,170,2831.0
32,1584,148,163,2825.0
32,1585,149,154,2913.5
32,1586,151,144,2995.5
32,1587,150,136,3136.0
32,1588,150,129,3256.0
32,1589,150,122,3220.5
32,1590,151,115,3065.5
32,1591,152,106,2602.5
32,1592,156,98,3024.0
32,1593,158,90,2921.5
32,1594,159,83,2887.5
32,1595,161,75,2514.5
32,1596,163,65,2224.0
32,1597,166,56,2354.5
32,1598,169,47,2385.0
32,1599,172,39,2318.0
32,1600,173,31,2353.0
32,1601,175,23,2234.5
